Designator,Mid X,Mid Y,Rotation,Layer
S1,133.0,-44.8,0.0,top
S10,76.0,-64.0,0.0,top
S11,133.0,-82.8,0.0,top
S12,113.81,-76.0,0.0,top
S13,95.0,-83.0,0.0,top
S14,76.0,-83.0,0.0,top
S15,152.0,-76.4,0.0,top
S2,114.0,-38.0,0.0,top
S3,95.0,-45.0,0.0,top
S4,76.0,-45.0,0.0,top
S6,152.0,-57.4,0.0,top
S7,133.0,-63.8,0.0,top
S8,114.0,-57.0,0.0,top
S9,95.0,-64.0,0.0,top
U1,54.0,-53.92,0.0,top
U2,51.6375,-84.55,90.0,top
U3,51.6375,-77.3,270.0,bottom
